"U:0","U:1","U:2","k","nut","omega","p","Points:0","Points:1","Points:2"
0.37358,0.00017545,-0.00022184,0.0031576,3.5651e-05,90.642,0.0028411,6.6155,3.0243,2.25
0.37458,0.00018373,-0.00021601,0.0031576,3.5631e-05,90.691,0.0022993,6.6606,3.0243,2.25
0.37564,0.00019218,-0.00021194,0.0031582,3.5617e-05,90.743,0.0017097,6.7056,3.0243,2.25
0.37674,0.00020103,-0.00021046,0.0031595,3.561e-05,90.798,0.0010695,6.7506,3.0243,2.25
0.3779,0.00021003,-0.00021226,0.0031614,3.5608e-05,90.856,0.00038078,6.7956,3.0243,2.25
0.3791,0.00022083,-0.00021655,0.0031638,3.5611e-05,90.916,-0.00036497,6.8406,3.0243,2.25
0.38038,0.00023452,-0.00022337,0.0031672,3.5624e-05,90.981,-0.0011525,6.8856,3.0243,2.25
0.38166,0.00024309,-0.00023314,0.0031689,3.56e-05,91.089,-0.0020211,6.9306,3.0243,2.25
0.38278,0.00024343,-0.00024514,0.0031657,3.5486e-05,91.29,-0.00299,6.9756,3.0243,2.25
0.38366,0.00024413,-0.00025937,0.0031575,3.5274e-05,91.605,-0.0040183,7.0206,3.0243,2.25
0.38433,0.0002483,-0.00027556,0.0031448,3.4969e-05,92.035,-0.0051052,7.0657,3.0243,2.25
0.38479,0.00025332,-0.00029347,0.0031275,3.4574e-05,92.578,-0.0062421,7.1107,3.0244,2.25
0.38505,0.0002578,-0.00031338,0.0031057,3.4095e-05,93.234,-0.00743,7.1557,3.0244,2.25
0.38512,0.00026167,-0.00033533,0.0030797,3.3538e-05,93.999,-0.0086698,7.2007,3.0245,2.25
0.385,0.00026501,-0.00035918,0.0030501,3.2914e-05,94.871,-0.0099619,7.2457,3.0245,2.25
0.38472,0.00026783,-0.00038498,0.0030172,3.2231e-05,95.849,-0.011307,7.2907,3.0246,2.25
0.38427,0.0002701,-0.00041299,0.0029814,3.1497e-05,96.931,-0.012705,7.3357,3.0247,2.25
0.38366,0.00027163,-0.00044279,0.002943,3.0721e-05,98.116,-0.014155,7.3806,3.0248,2.25
0.38291,0.00027229,-0.00047384,0.0029021,2.9908e-05,99.402,-0.015659,7.4256,3.0249,2.25
0.38201,0.00027222,-0.0005061,0.0028593,2.9067e-05,100.79,-0.017213,7.4706,3.025,2.25
0.38099,0.00027154,-0.00053899,0.0028149,2.8208e-05,102.26,-0.018819,7.5156,3.0251,2.25
0.37986,0.0002704,-0.00057232,0.0027693,2.7339e-05,103.82,-0.020475,7.5606,3.0252,2.25
0.37863,0.00026873,-0.00060644,0.0027227,2.6467e-05,105.46,-0.022184,7.6056,3.0253,2.25
0.37732,0.00026644,-0.00064102,0.0026755,2.5596e-05,107.19,-0.023945,7.6505,3.0254,2.25
0.37593,0.00026355,-0.00067551,0.0026279,2.4731e-05,108.98,-0.025757,7.6955,3.0255,2.25
0.37448,0.00026004,-0.00070944,0.0025799,2.3876e-05,110.85,-0.027619,7.7405,3.0256,2.25
0.37296,0.00025612,-0.0007424,0.0025319,2.3035e-05,112.79,-0.02953,7.7855,3.0257,2.25
0.37139,0.00025184,-0.00077368,0.002484,2.2209e-05,114.79,-0.03149,7.8304,3.0258,2.25
0.36976,0.0002469,-0.00080288,0.0024361,2.14e-05,116.86,-0.033499,7.8754,3.0259,2.25
0.36807,0.00024108,-0.00082954,0.002388,2.0605e-05,119,-0.035557,7.9204,3.026,2.25
0.3663,0.00023438,-0.00085317,0.0023396,1.9824e-05,121.22,-0.03766,7.9654,3.0261,2.25
0.36445,0.00022692,-0.00087365,0.0022908,1.9054e-05,123.52,-0.039807,8.0103,3.0263,2.25
0.3625,0.00021873,-0.00089074,0.0022416,1.8296e-05,125.91,-0.041995,8.0553,3.0264,2.25
0.36045,0.00020989,-0.00090426,0.0021918,1.7548e-05,128.4,-0.04422,8.1003,3.0265,2.25
0.35827,0.00020038,-0.00091394,0.0021414,1.681e-05,130.98,-0.046479,8.1452,3.0266,2.25
0.35597,0.00019003,-0.00091961,0.0020901,1.6082e-05,133.68,-0.048768,8.1902,3.0267,2.25
0.35353,0.00017855,-0.0009211,0.0020381,1.5363e-05,136.5,-0.051084,8.2352,3.0268,2.25
0.35094,0.00016629,-0.0009184,0.0019852,1.4653e-05,139.44,-0.05342,8.2801,3.0269,2.25
0.34821,0.00015403,-0.00091139,0.0019322,1.3961e-05,142.49,-0.055767,8.3251,3.0271,2.25
0.34538,0.00014178,-0.0009001,0.0018793,1.329e-05,145.64,-0.058119,8.3701,3.0272,2.25
0.34246,0.0001297,-0.00088467,0.0018275,1.2647e-05,148.87,-0.060474,8.4151,3.0273,2.25
0.33948,0.00011708,-0.00086508,0.0017767,1.2034e-05,152.16,-0.06282,8.46,3.0274,2.25
0.33649,0.00010516,-0.00084171,0.0017283,1.146e-05,155.47,-0.065165,8.505,3.0275,2.25
0.33354,9.1179e-05,-0.00081451,0.001682,1.0926e-05,158.76,-0.067472,8.55,3.0276,2.25
0.33065,8.1469e-05,-0.00078477,0.0016406,1.045e-05,161.95,-0.069791,8.595,3.0277,2.25
0.32807,6.4008e-05,-0.00075185,0.0016034,1.0031e-05,164.94,-0.071991,8.6399,3.0278,2.25
0.32562,6.9546e-05,-0.00071898,0.0015745,9.6971e-06,167.56,-0.074309,8.6849,3.0279,2.25
0.32418,4.6339e-05,-0.00068278,0.0015552,9.4584e-06,169.71,-0.076215,8.7299,3.028,2.25
0.32252,9.5512e-05,-0.0006502,0.0015504,9.3437e-06,171.27,-0.07884,8.7749,3.028,2.25
0.32324,1.051e-05,-0.00060969,0.0015463,9.2606e-06,172.36,-0.079948,8.82,3.028,2.25
0.32093,0.00017205,-0.00057846,0.001562,9.323e-06,172.94,-0.08412,8.865,3.028,2.25
0.32573,-0.00010774,-0.00053531,0.0015525,9.2485e-06,173.29,-0.082169,8.91,3.028,2.25
0.31774,0.00010182,-0.0004945,0.0015785,9.386e-06,173.56,-0.092113,8.955,3.028,2.25
0.30038,0.00093218,-0.00049471,0.0016393,9.7428e-06,173.57,-0.1091,9,3.028,2.25
0.28917,-0.0004374,-0.00034757,0.0010384,4.9284e-06,219.86,-0.019134,0.04501,3.029,2.25
0.31776,-0.00011643,-0.00038891,0.0010351,4.9561e-06,218.03,-0.051368,0,3.029,2.25
0.27862,5.2635e-05,-0.00031484,0.0010578,5.0192e-06,219.93,-0.0042036,0.09002,3.029,2.25
0.28875,0.00020989,-0.00028674,0.0010704,5.0997e-06,219.05,-0.015373,0.13503,3.029,2.25
0.28455,-0.00013451,-0.00024244,0.0010769,5.1321e-06,218.96,-0.013153,0.18004,3.029,2.25
0.28735,4.6386e-05,-0.00021344,0.0010978,5.2696e-06,217.36,-0.016629,0.22505,3.029,2.25
0.28796,-1.8737e-05,-0.0001808,0.0011256,5.4503e-06,215.44,-0.017517,0.27005,3.0289,2.25
0.29046,2.3827e-05,-0.0001564,0.0011618,5.6983e-06,212.63,-0.019358,0.31505,3.0289,2.25
0.29308,1.382e-05,-0.00013381,0.0012037,5.9971e-06,209.25,-0.020715,0.36005,3.0288,2.25
0.29633,1.8196e-05,-0.00011578,0.0012508,6.3458e-06,205.42,-0.022244,0.40504,3.0287,2.25
0.29975,1.1133e-05,-0.00010055,0.0013017,6.7347e-06,201.34,-0.023666,0.45002,3.0287,2.25
0.30335,6.6166e-06,-8.8663e-05,0.0013557,7.1603e-06,197.15,-0.025092,0.495,3.0286,2.25
0.30702,7.5551e-08,-7.9633e-05,0.0014122,7.6179e-06,192.94,-0.026467,0.53998,3.0285,2.25
0.31072,-5.7667e-06,-7.3487e-05,0.0014708,8.105e-06,188.77,-0.027806,0.58495,3.0284,2.25
0.3144,-1.1781e-05,-6.9978e-05,0.0015308,8.6183e-06,184.68,-0.0291,0.62993,3.0283,2.25
0.31805,-1.7628e-05,-6.9062e-05,0.001592,9.1549e-06,180.71,-0.030349,0.6749,3.0282,2.25
0.32162,-2.3626e-05,-7.052e-05,0.0016538,9.7111e-06,176.88,-0.031551,0.71987,3.0281,2.25
0.3251,-2.994e-05,-7.4071e-05,0.0017157,1.0283e-05,173.2,-0.032706,0.76484,3.028,2.25
0.32847,-3.6171e-05,-7.9603e-05,0.0017774,1.0868e-05,169.69,-0.033811,0.80981,3.0279,2.25
0.33172,-4.1674e-05,-8.712e-05,0.0018391,1.1467e-05,166.33,-0.03486,0.85479,3.0278,2.25
0.33487,-4.6527e-05,-9.6591e-05,0.0019007,1.2079e-05,163.12,-0.035853,0.89976,3.0277,2.25
0.33792,-5.093e-05,-0.00010794,0.0019624,1.2705e-05,160.05,-0.036789,0.94474,3.0276,2.25
0.3409,-5.5023e-05,-0.00012114,0.002024,1.3344e-05,157.09,-0.037668,0.98971,3.0275,2.25
0.34379,-5.8735e-05,-0.00013618,0.0020856,1.3997e-05,154.25,-0.038491,1.0347,3.0274,2.25
0.34662,-6.2173e-05,-0.00015304,0.0021472,1.4665e-05,151.52,-0.039258,1.0797,3.0273,2.25
0.34938,-6.5316e-05,-0.00017171,0.0022088,1.5347e-05,148.88,-0.03997,1.1246,3.0272,2.25
0.35208,-6.7956e-05,-0.00019207,0.0022705,1.6045e-05,146.33,-0.040628,1.1696,3.0271,2.25
0.35473,-7.0274e-05,-0.00021399,0.0023323,1.6757e-05,143.86,-0.041233,1.2146,3.027,2.25
0.35733,-7.2599e-05,-0.00023731,0.0023939,1.7483e-05,141.48,-0.041788,1.2596,3.0269,2.25
0.35986,-7.5075e-05,-0.00026188,0.0024551,1.822e-05,139.18,-0.042297,1.3046,3.0268,2.25
0.36232,-7.7566e-05,-0.00028752,0.0025156,1.8964e-05,136.97,-0.042761,1.3495,3.0267,2.25
0.36469,-8.0031e-05,-0.00031408,0.0025752,1.9711e-05,134.85,-0.043181,1.3945,3.0266,2.25
0.36696,-8.2475e-05,-0.00034138,0.0026335,2.0457e-05,132.83,-0.04356,1.4395,3.0265,2.25
0.36911,-8.4874e-05,-0.0003692,0.0026902,2.1197e-05,130.91,-0.043899,1.4845,3.0264,2.25
0.37113,-8.7297e-05,-0.00039736,0.0027447,2.1924e-05,129.1,-0.044201,1.5295,3.0263,2.25
0.373,-8.9991e-05,-0.0004255,0.0027967,2.263e-05,127.41,-0.044467,1.5744,3.0263,2.25
0.37469,-9.3052e-05,-0.00045339,0.0028457,2.3309e-05,125.83,-0.0447,1.6194,3.0262,2.25
0.37618,-9.5982e-05,-0.00048086,0.0028908,2.3949e-05,124.38,-0.0449,1.6644,3.0261,2.25
0.37747,-9.8664e-05,-0.00050753,0.0029325,2.4551e-05,123.05,-0.045066,1.7094,3.026,2.25
0.37854,-0.00010112,-0.00053347,0.0029698,2.5102e-05,121.86,-0.0452,1.7544,3.026,2.25
0.37939,-0.00010339,-0.00055838,0.0030026,2.5599e-05,120.79,-0.045303,1.7994,3.0259,2.25
0.38,-0.00010564,-0.00058201,0.0030308,2.6036e-05,119.86,-0.045376,1.8444,3.0259,2.25
0.38036,-0.00010784,-0.0006044,0.0030537,2.6405e-05,119.07,-0.045421,1.8894,3.0258,2.25
0.38046,-0.00011019,-0.00062511,0.0030713,2.6702e-05,118.41,-0.045437,1.9344,3.0258,2.25
0.3803,-0.000112,-0.00064412,0.0030833,2.6922e-05,117.9,-0.045427,1.9794,3.0258,2.25
0.37986,-0.00011524,-0.00066115,0.0030895,2.706e-05,117.53,-0.045385,2.0245,3.0258,2.25
0.37912,-0.00012244,-0.00067576,0.0030886,2.7103e-05,117.31,-0.045321,2.0695,3.0257,2.25
0.37813,-0.00012541,-0.00068888,0.0030839,2.7091e-05,117.18,-0.045186,2.1145,3.0257,2.25
0.3771,-0.00012116,-0.00070142,0.0030794,2.7076e-05,117.08,-0.044973,2.1595,3.0257,2.25
0.37608,-0.00011771,-0.00071365,0.0030752,2.7062e-05,116.99,-0.044731,2.2045,3.0257,2.25
0.37508,-0.00011605,-0.00072546,0.0030706,2.7044e-05,116.89,-0.044455,2.2495,3.0257,2.25
0.37408,-0.00011466,-0.00073694,0.0030658,2.7024e-05,116.8,-0.04415,2.2945,3.0257,2.25
0.37308,-0.00011403,-0.00074812,0.0030605,2.7001e-05,116.7,-0.043816,2.3395,3.0257,2.25
0.37208,-0.00011407,-0.00075909,0.0030549,2.6975e-05,116.61,-0.043455,2.3845,3.0257,2.25
0.37109,-0.00011447,-0.0007693,0.0030488,2.6944e-05,116.51,-0.043068,2.4295,3.0257,2.25
0.3701,-0.00011434,-0.00077899,0.0030423,2.6909e-05,116.42,-0.042657,2.4745,3.0257,2.25
0.3691,-0.00011385,-0.00078789,0.0030357,2.6874e-05,116.32,-0.04222,2.5196,3.0257,2.25
0.36811,-0.00011373,-0.00079582,0.0030287,2.6836e-05,116.22,-0.04176,2.5646,3.0257,2.25
0.36712,-0.00011369,-0.0008031,0.0030215,2.6796e-05,116.13,-0.041277,2.6096,3.0257,2.25
0.36614,-0.00011367,-0.00080965,0.0030141,2.6753e-05,116.03,-0.040772,2.6546,3.0257,2.25
0.36515,-0.00011364,-0.00081555,0.0030064,2.6708e-05,115.94,-0.040246,2.6996,3.0257,2.25
0.36416,-0.00011355,-0.00082092,0.0029985,2.6661e-05,115.84,-0.039699,2.7446,3.0257,2.25
0.36318,-0.00011343,-0.0008258,0.0029905,2.6613e-05,115.74,-0.039131,2.7896,3.0257,2.25
0.36219,-0.00011327,-0.00083017,0.0029823,2.6563e-05,115.65,-0.038544,2.8346,3.0257,2.25
0.36121,-0.00011306,-0.00083406,0.0029739,2.6512e-05,115.55,-0.037938,2.8796,3.0257,2.25
0.36024,-0.00011283,-0.00083756,0.0029654,2.6459e-05,115.46,-0.037314,2.9246,3.0257,2.25
0.35926,-0.00011258,-0.00084054,0.0029568,2.6405e-05,115.36,-0.036672,2.9697,3.0257,2.25
0.35829,-0.00011229,-0.00084312,0.002948,2.6349e-05,115.27,-0.036014,3.0147,3.0257,2.25
0.35732,-0.00011195,-0.00084521,0.002939,2.6291e-05,115.17,-0.035339,3.0597,3.0257,2.25
0.35635,-0.00011158,-0.00084681,0.0029298,2.6232e-05,115.08,-0.034649,3.1047,3.0257,2.25
0.35539,-0.00011116,-0.00084786,0.0029206,2.6172e-05,114.98,-0.033945,3.1497,3.0257,2.25
0.35443,-0.00011068,-0.00084837,0.0029111,2.611e-05,114.89,-0.033226,3.1947,3.0257,2.25
0.35348,-0.00011015,-0.00084836,0.0029015,2.6046e-05,114.8,-0.032494,3.2397,3.0257,2.25
0.35253,-0.00010955,-0.00084789,0.0028918,2.5981e-05,114.7,-0.03175,3.2847,3.0257,2.25
0.35159,-0.0001089,-0.00084694,0.002882,2.5914e-05,114.61,-0.030995,3.3297,3.0257,2.25
0.35065,-0.00010821,-0.00084549,0.002872,2.5847e-05,114.52,-0.030229,3.3747,3.0257,2.25
0.34972,-0.00010747,-0.00084354,0.0028619,2.5778e-05,114.43,-0.029452,3.4198,3.0257,2.25
0.3488,-0.00010668,-0.00084115,0.0028517,2.5707e-05,114.34,-0.028667,3.4648,3.0257,2.25
0.34788,-0.00010581,-0.00083834,0.0028414,2.5636e-05,114.25,-0.027873,3.5098,3.0257,2.25
0.34698,-0.0001048,-0.00083516,0.002831,2.5563e-05,114.16,-0.027072,3.5548,3.0257,2.25
0.34608,-0.00010369,-0.00083166,0.0028206,2.549e-05,114.07,-0.026264,3.5998,3.0257,2.25
0.34519,-0.00010257,-0.00082787,0.00281,2.5416e-05,113.98,-0.02545,3.6448,3.0257,2.25
0.34431,-0.00010142,-0.00082377,0.0027994,2.5341e-05,113.89,-0.024631,3.6898,3.0257,2.25
0.34344,-0.00010018,-0.00081935,0.0027888,2.5265e-05,113.8,-0.023808,3.7348,3.0257,2.25
0.34259,-9.8848e-05,-0.00081474,0.0027781,2.5188e-05,113.72,-0.022981,3.7798,3.0257,2.25
0.34174,-9.7433e-05,-0.00080995,0.0027674,2.5111e-05,113.63,-0.022152,3.8248,3.0257,2.25
0.34091,-9.5953e-05,-0.00080495,0.0027566,2.5033e-05,113.55,-0.02132,3.8699,3.0257,2.25
0.34009,-9.4394e-05,-0.00079978,0.0027458,2.4954e-05,113.46,-0.020488,3.9149,3.0257,2.25
0.33929,-9.2747e-05,-0.00079448,0.002735,2.4875e-05,113.38,-0.019655,3.9599,3.0257,2.25
0.33849,-9.1018e-05,-0.00078892,0.0027241,2.4795e-05,113.3,-0.018823,4.0049,3.0257,2.25
0.33772,-8.9207e-05,-0.00078315,0.0027133,2.4715e-05,113.22,-0.017991,4.0499,3.0257,2.25
0.33695,-8.7335e-05,-0.00077715,0.0027025,2.4635e-05,113.14,-0.017162,4.0949,3.0257,2.25
0.33621,-8.5422e-05,-0.00077093,0.0026917,2.4555e-05,113.06,-0.016336,4.1399,3.0257,2.25
0.33548,-8.3444e-05,-0.00076447,0.0026809,2.4474e-05,112.99,-0.015513,4.1849,3.0257,2.25
0.33476,-8.1375e-05,-0.00075781,0.0026701,2.4393e-05,112.91,-0.014695,4.2299,3.0257,2.25
0.33407,-7.9224e-05,-0.00075077,0.0026594,2.4311e-05,112.84,-0.013881,4.275,3.0257,2.25
0.33339,-7.6953e-05,-0.00074336,0.0026487,2.423e-05,112.77,-0.013074,4.32,3.0257,2.25
0.33273,-7.4693e-05,-0.00073549,0.0026381,2.4149e-05,112.69,-0.012274,4.365,3.0257,2.25
0.33208,-7.2417e-05,-0.00072761,0.0026275,2.4068e-05,112.63,-0.011481,4.41,3.0257,2.25
0.33146,-6.9825e-05,-0.0007192,0.0026169,2.3987e-05,112.56,-0.010696,4.455,3.0257,2.25
0.33086,-6.7189e-05,-0.00071057,0.0026065,2.3906e-05,112.49,-0.0099199,4.5,3.0257,2.25
0.33028,-6.4484e-05,-0.00070175,0.0025962,2.3826e-05,112.43,-0.0091536,4.545,3.0257,2.25
0.32972,-6.1631e-05,-0.00069257,0.0025859,2.3746e-05,112.36,-0.0083977,4.59,3.0257,2.25
0.32918,-5.9115e-05,-0.00068302,0.0025757,2.3666e-05,112.3,-0.007653,4.635,3.0257,2.25
0.32866,-5.6428e-05,-0.00067308,0.0025656,2.3586e-05,112.24,-0.0069204,4.68,3.0257,2.25
0.32817,-5.3515e-05,-0.00066297,0.0025556,2.3507e-05,112.19,-0.0062003,4.725,3.0257,2.25
0.32769,-5.0557e-05,-0.00065275,0.0025457,2.3428e-05,112.13,-0.0054934,4.7701,3.0257,2.25
0.32725,-4.747e-05,-0.00064232,0.0025359,2.335e-05,112.08,-0.0048007,4.8151,3.0257,2.25
0.32682,-4.4327e-05,-0.00063171,0.0025263,2.3273e-05,112.03,-0.0041227,4.8601,3.0257,2.25
0.32642,-4.1076e-05,-0.00062099,0.0025167,2.3196e-05,111.98,-0.0034603,4.9051,3.0257,2.25
0.32604,-3.7769e-05,-0.00061013,0.0025074,2.312e-05,111.93,-0.002814,4.9501,3.0257,2.25
0.32569,-3.4371e-05,-0.00059909,0.0024981,2.3045e-05,111.88,-0.0021847,4.9951,3.0257,2.25
0.32537,-3.0933e-05,-0.00058792,0.0024891,2.2971e-05,111.84,-0.001573,5.0401,3.0257,2.25
0.32507,-2.7414e-05,-0.00057666,0.0024801,2.2898e-05,111.8,-0.00097981,5.0851,3.0257,2.25
0.3248,-2.3834e-05,-0.00056533,0.0024713,2.2825e-05,111.76,-0.00040573,5.1301,3.0257,2.25
0.32456,-2.0145e-05,-0.00055391,0.0024627,2.2754e-05,111.72,0.00014847,5.1751,3.0257,2.25
0.32434,-1.6402e-05,-0.00054247,0.0024543,2.2684e-05,111.69,0.00068213,5.2202,3.0257,2.25
0.32416,-1.2583e-05,-0.00053102,0.002446,2.2614e-05,111.66,0.0011945,5.2652,3.0257,2.25
0.324,-8.692e-06,-0.00051953,0.0024379,2.2546e-05,111.63,0.0016848,5.3102,3.0257,2.25
0.32387,-4.6531e-06,-0.00050795,0.00243,2.2479e-05,111.6,0.0021522,5.3552,3.0257,2.25
0.32377,-4.6178e-07,-0.00049638,0.0024223,2.2413e-05,111.57,0.0025961,5.4002,3.0257,2.25
0.3237,3.937e-06,-0.00048498,0.0024148,2.2348e-05,111.55,0.0030158,5.4452,3.0257,2.25
0.32367,8.4514e-06,-0.00047341,0.0024075,2.2285e-05,111.53,0.0034107,5.4902,3.0257,2.25
0.32367,1.305e-05,-0.00046136,0.0024004,2.2223e-05,111.51,0.0037799,5.5352,3.0257,2.25
0.3237,1.7607e-05,-0.00044932,0.0023935,2.2163e-05,111.5,0.0041228,5.5802,3.0257,2.25
0.32377,2.2236e-05,-0.00043745,0.0023868,2.2103e-05,111.49,0.0044385,5.6253,3.0257,2.25
0.32387,2.6839e-05,-0.00042554,0.0023803,2.2045e-05,111.48,0.0047263,5.6703,3.0257,2.25
0.32401,3.1478e-05,-0.00041411,0.002374,2.1989e-05,111.47,0.0049851,5.7153,3.0257,2.25
0.32418,3.6253e-05,-0.00040305,0.002368,2.1934e-05,111.47,0.0052144,5.7603,3.0257,2.25
0.32438,4.0923e-05,-0.00039158,0.0023622,2.1881e-05,111.47,0.0054134,5.8053,3.0257,2.25
0.32462,4.5786e-05,-0.0003797,0.0023567,2.183e-05,111.47,0.005581,5.8503,3.0257,2.25
0.32489,5.082e-05,-0.0003677,0.0023515,2.1781e-05,111.47,0.0057167,5.8953,3.0257,2.25
0.3252,5.5916e-05,-0.00035556,0.0023466,2.1734e-05,111.48,0.0058197,5.9403,3.0257,2.25
0.32555,6.1074e-05,-0.00034327,0.002342,2.1689e-05,111.49,0.005889,5.9853,3.0257,2.25
0.32594,6.6144e-05,-0.00033067,0.0023377,2.1647e-05,111.5,0.0059241,6.0303,3.0257,2.25
0.32636,7.1373e-05,-0.00031782,0.0023337,2.1607e-05,111.52,0.0059236,6.0754,3.0257,2.25
0.32682,7.6612e-05,-0.00030493,0.0023301,2.1569e-05,111.54,0.0058871,6.1204,3.0257,2.25
0.32732,8.19e-05,-0.00029227,0.0023267,2.1534e-05,111.56,0.0058134,6.1654,3.0257,2.25
0.32785,8.7264e-05,-0.00027961,0.0023238,2.1501e-05,111.59,0.0057019,6.2104,3.0257,2.25
0.32843,9.2698e-05,-0.00026707,0.0023211,2.1471e-05,111.62,0.0055516,6.2554,3.0257,2.25
0.32904,9.819e-05,-0.00025461,0.0023188,2.1443e-05,111.65,0.0053615,6.3004,3.0257,2.25
0.32969,0.00010384,-0.00024252,0.0023169,2.1418e-05,111.69,0.0051308,6.3454,3.0257,2.25
0.33039,0.00010955,-0.00023112,0.0023153,2.1396e-05,111.73,0.0048588,6.3904,3.0257,2.25
0.33112,0.00011509,-0.00022021,0.0023141,2.1376e-05,111.77,0.0045443,6.4354,3.0257,2.25
0.33189,0.00012109,-0.00020984,0.0023132,2.1359e-05,111.82,0.0041862,6.4804,3.0257,2.25
0.33271,0.0001273,-0.00019986,0.0023126,2.1344e-05,111.87,0.003784,6.5255,3.0257,2.25
0.33357,0.00013337,-0.00019118,0.0023123,2.1331e-05,111.92,0.0033365,6.5705,3.0257,2.25
0.33447,0.00013963,-0.00018464,0.0023125,2.1321e-05,111.97,0.0028427,6.6155,3.0257,2.25
0.33542,0.00014617,-0.0001799,0.0023131,2.1315e-05,112.03,0.0023011,6.6605,3.0257,2.25
0.33642,0.00015281,-0.00017677,0.0023141,2.1312e-05,112.1,0.0017116,6.7055,3.0257,2.25
0.33746,0.00015979,-0.00017612,0.0023158,2.1314e-05,112.16,0.0010715,6.7505,3.0257,2.25
0.33856,0.00016688,-0.00017862,0.0023178,2.1319e-05,112.23,0.00038294,6.7955,3.0257,2.25
0.3397,0.00017561,-0.00018339,0.0023204,2.1328e-05,112.31,-0.00036268,6.8405,3.0257,2.25
0.34091,0.00018723,-0.00019046,0.0023239,2.1345e-05,112.39,-0.00115,6.8855,3.0257,2.25
0.34214,0.00019419,-0.00020028,0.0023257,2.1336e-05,112.52,-0.0020184,6.9305,3.0257,2.25
0.34319,0.00019355,-0.00021207,0.0023233,2.1267e-05,112.76,-0.002987,6.9756,3.0258,2.25
0.344,0.00019343,-0.00022587,0.0023167,2.1133e-05,113.16,-0.0040151,7.0206,3.0258,2.25
0.3446,0.00019655,-0.0002414,0.002306,2.0938e-05,113.7,-0.0051019,7.0656,3.0258,2.25
0.34499,0.00020051,-0.00025843,0.0022915,2.0682e-05,114.38,-0.0062387,7.1106,3.0258,2.25
0.34519,0.00020403,-0.00027727,0.002273,2.037e-05,115.21,-0.0074265,7.1556,3.0259,2.25
0.34521,0.00020704,-0.00029798,0.0022511,2.0008e-05,116.18,-0.0086661,7.2006,3.0259,2.25
0.34504,0.00020958,-0.00032039,0.002226,1.9601e-05,117.29,-0.0099582,7.2456,3.026,2.25
0.34471,0.00021171,-0.00034457,0.0021982,1.9157e-05,118.53,-0.011303,7.2906,3.026,2.25
0.34421,0.00021339,-0.0003708,0.0021679,1.868e-05,119.91,-0.012701,7.3356,3.0261,2.25
0.34356,0.00021444,-0.00039863,0.0021355,1.8175e-05,121.41,-0.014151,7.3806,3.0262,2.25
0.34277,0.0002148,-0.0004275,0.002101,1.7648e-05,123.05,-0.015655,7.4256,3.0263,2.25
0.34184,0.00021455,-0.0004574,0.002065,1.7104e-05,124.82,-0.017209,7.4705,3.0263,2.25
0.34079,0.00021385,-0.00048775,0.0020278,1.655e-05,126.7,-0.018814,7.5155,3.0264,2.25
0.33964,0.00021281,-0.00051839,0.0019896,1.5991e-05,128.7,-0.020471,7.5605,3.0265,2.25
0.3384,0.00021133,-0.00054973,0.0019509,1.5432e-05,130.8,-0.02218,7.6055,3.0266,2.25
0.33708,0.00020935,-0.00058143,0.0019118,1.4876e-05,133.01,-0.023941,7.6505,3.0267,2.25
0.33569,0.00020689,-0.00061292,0.0018724,1.4326e-05,135.32,-0.025753,7.6954,3.0268,2.25
0.33423,0.00020394,-0.00064376,0.001833,1.3784e-05,137.72,-0.027615,7.7404,3.0269,2.25
0.33272,0.0002007,-0.00067357,0.0017937,1.3253e-05,140.21,-0.029527,7.7854,3.027,2.25
0.33116,0.0001972,-0.00070169,0.0017546,1.2734e-05,142.79,-0.031487,7.8304,3.0271,2.25
0.32956,0.00019318,-0.00072776,0.0017158,1.2227e-05,145.46,-0.033496,7.8754,3.0272,2.25
0.32789,0.00018844,-0.00075136,0.001677,1.1731e-05,148.23,-0.035554,7.9203,3.0273,2.25
0.32616,0.00018301,-0.00077206,0.0016382,1.1246e-05,151.1,-0.037657,7.9653,3.0274,2.25
0.32436,0.00017697,-0.00078979,0.0015993,1.0771e-05,154.08,-0.039804,8.0103,3.0275,2.25
0.32246,0.00017037,-0.00080434,0.0015603,1.0304e-05,157.18,-0.041992,8.0553,3.0276,2.25
0.32047,0.00016327,-0.00081556,0.001521,9.846e-06,160.4,-0.044217,8.1002,3.0277,2.25
0.31838,0.00015566,-0.00082322,0.0014815,9.3965e-06,163.77,-0.046477,8.1452,3.0278,2.25
0.31617,0.00014739,-0.00082716,0.0014416,8.9547e-06,167.29,-0.048766,8.1902,3.0279,2.25
0.31383,0.0001382,-0.00082727,0.0014013,8.5207e-06,170.97,-0.051082,8.2352,3.028,2.25
0.31136,0.00012838,-0.00082357,0.0013607,8.0947e-06,174.81,-0.053418,8.2801,3.0281,2.25
0.30877,0.00011863,-0.00081594,0.0013202,7.6814e-06,178.82,-0.055765,8.3251,3.0282,2.25
0.30608,0.00010891,-0.00080445,0.0012801,7.2825e-06,182.96,-0.058118,8.3701,3.0283,2.25
0.30332,9.9357e-05,-0.00078923,0.001241,6.9024e-06,187.21,-0.060473,8.415,3.0284,2.25
0.30052,8.935e-05,-0.00077029,0.0012029,6.5417e-06,191.55,-0.062819,8.46,3.0285,2.25
0.2977,7.9956e-05,-0.00074802,0.0011669,6.2061e-06,195.93,-0.065164,8.505,3.0286,2.25
0.29493,6.8744e-05,-0.00072235,0.0011325,5.8949e-06,200.28,-0.067472,8.55,3.0287,2.25
